customer_id,customer_name,email,registration_date,customer_type
377,customer_377,customer_377@gmail.com,22-04-2023 00:00:00,PREMIUM
378,customer_378,customer_378@gmail.com,2024-09-01 00:00:00,PREMIUM
379,customer_379,customer_379@gmail.com,2024-10-28 00:00:00,VIP
380,customer_380,customer_380@outlook.com,2023-08-14 00:00:00,REGULAR
381,customer_381,customer_381@yahoo.com,2023-07-10 00:00:00,PREMIUM
382,customer_382,customer_382@outlook.com,2023-07-19 00:00:00,PREMIUM
383,customer_383,customer_383@gmail.com,2024-09-19 00:00:00,VIP
384,customer_384,customer_384@gmail.com,2024-06-02 00:00:00,REGULAR
385,customer_385,customer_385@gmail.com,2024-02-24 00:00:00,REGULAR
386,customer_386,customer_386@yahoo.com,2024-09-10 00:00:00,PREMIUM
387,customer_387,customer_387@yahoo.com,2023-10-12 00:00:00,REGULAR
388,customer_388,customer_388@gmail.com,2023-11-21 00:00:00,PREMIUM
389,customer_389,customer_389@gmail.com,2023-04-21 00:00:00,VIP
390,customer_390,customer_390@outlook.com,2024-03-14 00:00:00,VIP
391,customer_391,customer_391@yahoo.com,2024-06-27 00:00:00,PREMIUM
392,customer_392,customer_392@outlook.com,2024-11-10 00:00:00,REGULAR
393,customer_393,customer_393@yahoo.com,2024-12-22 00:00:00,PREMIUM
394,customer_394,customer_394@outlook.com,2023-10-11 00:00:00,PREMIUM
395,customer_395,customer_395@outlook.com,2023-07-02 00:00:00,VIP
396,customer_396,customer_396@yahoo.com,2024-10-16 00:00:00,PREMIUM
397,customer_397,customer_397@outlook.com,2024-08-10 00:00:00,VIP
398,customer_398,customer_398@gmail.com,2024-11-21 00:00:00,VIP
399,customer_399,customer_399@yahoo.com,2024-11-19 00:00:00,REGULAR
400,customer_400,customer_400@yahoo.com,2023-01-17 00:00:00,PREMIUM
401,customer_401,customer_401@outlook.com,2024-04-17 00:00:00,VIP
402,customer_402,customer_402@yahoo.com,2024-09-21 00:00:00,PREMIUM
403,customer_403,customer_403@outlook.com,2023-04-21 00:00:00,REGULAR
404,customer_404,customer_404@outlook.com,2023-03-20 00:00:00,REGULAR
405,customer_405,customer_405@outlook.com,2024-12-13 00:00:00,REGULAR
406,customer_406,customer_406@outlook.com,2024-03-06 00:00:00,PREMIUM
407,customer_407,customer_407@gmail.com,2023-12-10 00:00:00,REGULAR
408,customer_408,customer_408@yahoo.com,2023-10-04 00:00:00,PREMIUM
409,customer_409,customer_409@yahoo.com,2023-03-05 00:00:00,VIP
410,customer_410,customer_410@yahoo.com,2024-10-29 00:00:00,PREMIUM
411,customer_411,customer_411@outlook.com,2023-02-27 00:00:00,VIP
412,customer_412,customer_412@gmail.com,2024-03-13 00:00:00,PREMIUM
413,customer_413,customer_413@gmail.com,2024-04-04 00:00:00,PREMIUM
414,customer_414,customer_414@gmail.com,2023-03-13 00:00:00,PREMIUM
415,customer_415,customer_415@outlook.com,2024-01-08 00:00:00,PREMIUM
416,customer_416,customer_416@outlook.com,2024-12-21 00:00:00,VIP
417,customer_417,customer_417@yahoo.com,2024-10-05 00:00:00,PREMIUM
418,customer_418,customer_418@yahoo.com,2024-12-25 00:00:00,VIP
419,customer_419,customer_419@gmail.com,2024-09-09 00:00:00,REGULAR
420,customer_420,customer_420@outlook.com,28-11-2024 00:00:00,REGULAR
421,customer_421,customer_421@outlook.com,2024-08-28 00:00:00,REGULAR
422,customer_422,customer_422@outlook.com,2023-05-25 00:00:00,VIP
423,customer_423,customer_423@outlook.com,2023-05-31 00:00:00,REGULAR
424,customer_424,customer_424@outlook.com,2024-04-23 00:00:00,PREMIUM
425,customer_425,customer_425@yahoo.com,2024-09-30 00:00:00,PREMIUM
426,customer_426,customer_426@gmail.com,2023-08-18 00:00:00,PREMIUM
427,customer_427,customer_427@gmail.com,06-09-2023 00:00:00,VIP
428,customer_428,customer_428@gmail.com,2023-03-03 00:00:00,REGULAR
429,customer_429,customer_429@gmail.com,2024-12-22 00:00:00,VIP
430,customer_430,customer_430@yahoo.com,2023-05-09 00:00:00,REGULAR
431,customer_431,customer_431@gmail.com,2023-01-24 00:00:00,PREMIUM
432,customer_432,customer_432@outlook.com,2024-12-15 00:00:00,VIP
433,customer_433,customer_433@yahoo.com,2023-03-11 00:00:00,PREMIUM
434,customer_434,customer_434@yahoo.com,2023-10-12 00:00:00,PREMIUM
435,customer_435,customer_435@yahoo.com,2024-02-05 00:00:00,VIP
436,customer_436,customer_436@outlook.com,2023-10-05 00:00:00,PREMIUM
437,customer_437,customer_437@outlook.com,2024-09-17 00:00:00,VIP
438,customer_438,customer_438@outlook.com,2024-11-02 00:00:00,PREMIUM
439,customer_439,customer_439@outlook.com,2023-06-19 00:00:00,PREMIUM
440,customer_440,customer_440@outlook.com,2024-09-09 00:00:00,VIP
441,customer_441,customer_441@outlook.com,2024-09-09 00:00:00,REGULAR
442,customer_442,customer_442@outlook.com,2024-01-18 00:00:00,REGULAR
443,customer_443,customer_443@outlook.com,2023-07-28 00:00:00,PREMIUM
444,customer_444,customer_444@gmail.com,2024-10-04 00:00:00,REGULAR
445,customer_445,customer_445@gmail.com,2024-11-15 00:00:00,REGULAR
446,customer_446,customer_446@yahoo.com,2024-01-06 00:00:00,PREMIUM
447,customer_447,customer_447@yahoo.com,2023-11-04 00:00:00,VIP
448,customer_448,customer_448@gmail.com,2023-09-11 00:00:00,PREMIUM
449,customer_449,customer_449@yahoo.com,2024-08-18 00:00:00,REGULAR
450,customer_450,customer_450@yahoo.com,2024-08-06 00:00:00,VIP
451,customer_451,customer_451@gmail.com,2024-11-18 00:00:00,PREMIUM
452,customer_452,customer_452@gmail.com,2023-11-02 00:00:00,VIP
453,customer_453,customer_453@gmail.com,2024-01-02 00:00:00,VIP
454,customer_454,customer_454@gmail.com,2023-04-12 00:00:00,VIP
455,customer_455,customer_455@outlook.com,2023-03-12 00:00:00,REGULAR
456,customer_456,customer_456@outlook.com,2024-04-22 00:00:00,REGULAR
457,customer_457,customer_457@gmail.com,2023-04-28 00:00:00,VIP
458,customer_458,customer_458@gmail.com,2023-06-16 00:00:00,REGULAR
459,customer_459,customer_459@yahoo.com,2023-05-14 00:00:00,REGULAR
460,customer_460,customer_460@gmail.com,2024-05-29 00:00:00,REGULAR
461,customer_461,customer_461@gmail.com,06-06-2024 00:00:00,REGULAR
462,customer_462,customer_462@gmail.com,2023-04-10 00:00:00,VIP
463,customer_463,customer_463@outlook.com,2023-02-26 00:00:00,VIP
464,customer_464,customer_464@outlook.com,2023-06-13 00:00:00,REGULAR
465,customer_465,customer_465@gmail.com,2024-06-01 00:00:00,PREMIUM
466,customer_466,customer_466@outlook.com,2024-02-09 00:00:00,REGULAR
467,customer_467,customer_467@gmail.com,2023-05-29 00:00:00,VIP
468,customer_468,customer_468@yahoo.com,2023-03-09 00:00:00,PREMIUM
469,customer_469,customer_469@outlook.com,2023-01-09 00:00:00,REGULAR
470,customer_470,customer_470@gmail.com,2023-03-30 00:00:00,VIP
471,customer_471,customer_471@gmail.com,2023-07-21 00:00:00,REGULAR
472,customer_472,customer_472@outlook.com,2024-08-20 00:00:00,REGULAR
473,customer_473,customer_473@yahoo.com,2024-08-18 00:00:00,PREMIUM
474,customer_474,customer_474@gmail.com,2024-03-31 00:00:00,REGULAR
475,customer_475,customer_475@gmail.com,2024-06-15 00:00:00,REGULAR
476,customer_476,customer_476@gmail.com,2024-03-05 00:00:00,PREMIUM
477,customer_477,customer_477@outlook.com,2023-07-11 00:00:00,VIP
478,customer_478,customer_478@outlook.com,2023-09-28 00:00:00,VIP
479,customer_479,customer_479@gmail.com,15-11-2024 00:00:00,REGULAR
480,customer_480,customer_480@yahoo.com,2024-01-09 00:00:00,VIP
481,customer_481,customer_481@outlook.com,2024-04-28 00:00:00,PREMIUM
482,customer_482,customer_482@yahoo.com,2024-06-18 00:00:00,PREMIUM
483,customer_483,customer_483@gmail.com,2023-06-20 00:00:00,PREMIUM
484,customer_484,customer_484@yahoo.com,2024-08-20 00:00:00,VIP
485,customer_485,customer_485@gmail.com,2024-06-03 00:00:00,REGULAR
486,customer_486,customer_486@gmail.com,29-10-2024 00:00:00,REGULAR
487,customer_487,customer_487@gmail.com,11-03-2024 00:00:00,REGULAR
488,customer_488,customer_488@gmail.com,2024-08-24 00:00:00,VIP
489,customer_489,customer_489@yahoo.com,22-03-2023 00:00:00,VIP
490,customer_490,customer_490@gmail.com,2023-05-25 00:00:00,PREMIUM
491,customer_491,customer_491@yahoo.com,2024-10-13 00:00:00,REGULAR
492,customer_492,customer_492@yahoo.com,2024-09-23 00:00:00,VIP
493,customer_493,customer_493@yahoo.com,2023-07-24 00:00:00,PREMIUM
494,customer_494,customer_494@outlook.com,2023-06-18 00:00:00,REGULAR
495,customer_495,customer_495@outlook.com,2024-12-26 00:00:00,VIP
496,customer_496,customer_496@yahoo.com,26-09-2023 00:00:00,PREMIUM
497,customer_497,customer_497@yahoo.com,2023-06-17 00:00:00,REGULAR
498,customer_498,customer_498@yahoo.com,2024-01-17 00:00:00,REGULAR
499,customer_499,customer_499@yahoo.com,2023-12-03 00:00:00,VIP
500,customer_500,customer_500@yahoo.com,2024-04-03 00:00:00,REGULAR
